,Unnamed: 0,Abstract,Authors,Journal,Link,Title,Year,LastAuthor,FirstAuthor,Lab,Author,Count,Team
81,280,"
    

    
      Antimicrobial peptides act as a host defense mechanism and regulate the commensal microbiome. To obtain a comprehensive view of genes contributing to long-term memory we performed mRNA sequencing from single Drosophila heads following behavioral training that produces long-lasting memory. Surprisingly, we found that Diptericin B, an immune peptide with antimicrobial activity, is upregulated following behavioral training. Deletion and knock down experiments revealed that Diptericin B and another immune peptide, Gram-Negative Bacteria Binding Protein like 3, regulate long-term but not short-term memory or instinctive behavior in Drosophila. Interestingly, removal of DptB in the head fat body and GNBP-like3 in neurons results in memory deficit. That putative antimicrobial peptides influence memory provides an example of how some immune peptides may have been repurposed to influence the function of nervous system.
    

    
  ","Barajas-Azpeleta R, Wu J, Gill J, Welte R, Seidel CW, McKinney SA,, Dissel S, Si K, ",PLoS genetics,https://www.ncbi.nlm.nih.gov/pubmed/30312294,Antimicrobial Peptides Modulate Long-Term Memory,2018,Si K,Barajas-Azpeleta R,Si,McKinney SA,9,Microscopy
82,307,"
    

    
      Proliferating cells known as neoblasts include pluripotent stem cells (PSCs) that sustain tissue homeostasis and regeneration of lost body parts in planarians. However, the lack of markers to prospectively identify and isolate these adult PSCs has significantly hampered their characterization. We used single-cell RNA sequencing (scRNA-seq) and single-cell transplantation to address this long-standing issue. Large-scale scRNA-seq of sorted neoblasts unveiled a novel subtype of neoblast (Nb2) characterized by high levels of PIWI-1 mRNA and protein and marked by a conserved cell-surface protein-coding gene, tetraspanin 1 (tspan-1). tspan-1-positive cells survived sub-lethal irradiation, underwent clonal expansion to repopulate whole animals, and when purified with an anti-TSPAN-1 antibody, rescued the viability of lethally irradiated animals after single-cell transplantation. The first prospective isolation of an adult PSC bridges a conceptual dichotomy between functionally and molecularly defined neoblasts, shedding light on mechanisms governing in vivo pluripotency and a source of regeneration in animals. VIDEO ABSTRACT.
    

    
  ","Zeng A, Li H, Guo L, Gao X, McKinney SA,, Wang Y, Yu Z, Park J, Semerad C, Ross E, Cheng LC, Davies E, Lei K, Wang W, Perera AG, Hall K, Peak A, Box AC, Sánchez Alvarado A, ",Cell,https://www.ncbi.nlm.nih.gov/pubmed/29906446,Prospectively Isolated Tetraspanin + Neoblasts Are Adult Pluripotent Stem Cells Underlying Planaria Regeneration,2018,Sánchez Alvarado A,Zeng A,Sánchez,McKinney SA,9,Microscopy
83,323,"
","Guo L, Accorsi A, He S, Guerrero-Hernández C, Sivagnanam S, McKinney SA,, Gibson M, Sánchez Alvarado A, ",BMC biology,https://www.ncbi.nlm.nih.gov/pubmed/29482548,An Adaptable Chromosome Preparation Methodology for Use in Invertebrate Research Organisms,2018,Sánchez Alvarado A,Guo L,Sánchez,McKinney SA,9,Microscopy
84,409,"
    

    
      Proper orientation of the mitotic spindle is essential for cell fate determination, tissue morphogenesis, and homeostasis. During epithelial proliferation, planar spindle alignment ensures the maintenance of polarized tissue architecture, and aberrant spindle orientation can disrupt epithelial integrity. Nevertheless, in vivo mechanisms that restrict the mitotic spindle to the plane of the epithelium remain poorly understood. Here we show that the junction-localized tumor suppressors Scribbled (Scrib) and Discs large (Dlg) control planar spindle orientation via Mud and 14-3-3 proteins in the ","Nakajima YI, Lee ZT, McKinney SA,A, Swanson SK, Florens L, Gibson MC, ",The Journal of cell biology,https://www.ncbi.nlm.nih.gov/pubmed/31088859,Junctional Tumor Suppressors Interact With 14-3-3 Proteins to Control Planar Spindle Alignment,2019,Gibson MC,Nakajima YI,Gibson,McKinney SA,9,Microscopy
85,417,"
    

    
      Bipolar spindle formation in yeast requires insertion of centrosomes (known as spindle pole bodies [SPBs]) into fenestrated regions of the nuclear envelope (NE). Using structured illumination microscopy and bimolecular fluorescence complementation, we map protein distribution at SPB fenestrae and interrogate protein-protein interactions with high spatial resolution. We find that the Sad1-UNC-84 (SUN) protein Mps3 forms a ring-like structure around the SPB, similar to toroids seen for components of the SPB insertion network (SPIN). Mps3 and the SPIN component Mps2 (a Klarsicht-ANC-1-Syne-1 domain [KASH]-like protein) form a novel noncanonical linker of nucleoskeleton and cytoskeleton (LINC) complex that is connected in both luminal and extraluminal domains at the site of SPB insertion. The LINC complex also controls the distribution of a soluble SPIN component Bbp1. Taken together, our work shows that Mps3 is a fifth SPIN component and suggests both direct and indirect roles for the LINC complex in NE remodeling.
    

    
  ","Chen J, Gardner JM, Yu Z, Smith SE, McKinney SA,, Slaughter BD, Unruh JR, Jaspersen SL, ",The Journal of cell biology,https://www.ncbi.nlm.nih.gov/pubmed/30862629,Yeast Centrosome Components Form a Noncanonical LINC Complex at the Nuclear Envelope Insertion Site,2019,Jaspersen SL,Chen J,Jaspersen,McKinney SA,9,Microscopy
86,436,"
    

    
      A mechanistic understanding of evolutionary developmental biology requires the development of novel techniques for the manipulation of gene function in phylogenetically diverse organismal systems. Recently, gene-specific knockdown by microinjection of short hairpin RNA (shRNA) was applied in the sea anemone Nematostella vectensis, demonstrating that the shRNA approach can be used for efficient and robust sequence-specific knockdown of a gene of interest. However, the time- and labor-intensive process of microinjection limits access to this technique and its application in large scale experiments. To address this issue, here we present an electroporation protocol for shRNA delivery into Nematostella eggs. This method leverages the speed and simplicity of electroporation, enabling users to manipulate gene expression in hundreds of eggs or embryos within minutes. We provide a detailed description of the experimental procedure, including reagents, electroporation conditions, preparation of Nematostella eggs, and follow-up care of experimental animals. Finally, we demonstrate the knockdown of several endogenous and exogenous genes with known phenotypes and discuss the potential applications of this method.
    

    
  ","Karabulut A, He S, Chen CY, McKinney SA,A, Gibson MC, ",Developmental biology,https://www.ncbi.nlm.nih.gov/pubmed/30641041,"Electroporation of Short Hairpin RNAs for Rapid and Efficient Gene Knockdown in the Starlet Sea Anemone, Nematostella Vectensis",2019,Gibson MC,Karabulut A,Gibson,McKinney SA,9,Microscopy
87,503,"
    

    
      Planarian neoblasts are pluripotent, adult somatic stem cells and lineage-primed progenitors that are required for the production and maintenance of all differentiated cell types, including the germline. Neoblasts, originally defined as undifferentiated cells residing in the adult parenchyma, are frequently compared to embryonic stem cells yet their developmental origin remains obscure. We investigated the provenance of neoblasts during ","Davies EL, Lei K, Seidel CW, Kroesen AE, McKinney SA,A, Guo L, Robb SM, Ross EJ, Gotting K, Alvarado AS, ",eLife,https://www.ncbi.nlm.nih.gov/pubmed/28072387,Embryonic Origin of Adult Stem Cells Required for Tissue Homeostasis and Regeneration,2017,Sánchez Alvarado A,Davies EL,Sánchez,McKinney SA,9,Microscopy
88,9,"
    

    
      Memories are thought to be formed in response to transient experiences, in part through changes in local protein synthesis at synapses. In Drosophila, the amyloidogenic (prion-like) state of the RNA binding protein Orb2 has been implicated in long-term memory, but how conformational conversion of Orb2 promotes memory formation is unclear. Combining in vitro and in vivo studies, we find that the monomeric form of Orb2 represses translation and removes mRNA poly(A) tails, while the oligomeric form enhances translation and elongates the poly(A) tails and imparts its translational state to the monomer. The CG13928 protein, which binds only to monomeric Orb2, promotes deadenylation, whereas the putative poly(A) binding protein CG4612 promotes oligomeric Orb2-dependent translation. Our data support a model in which monomeric Orb2 keeps target mRNA in a translationally dormant state and experience-dependent conversion to the amyloidogenic state activates translation, resulting in persistent alteration of synaptic activity and stabilization of memory.
    

    
  ","Khan MR, Li L, Pérez-Sánchez C, Saraf A, Florens L, Slaughter BD, Unruh JR, Si K, ",Cell,http://www.ncbi.nlm.nih.gov/pubmed/26638074,Amyloidogenic Oligomerization Transforms Drosophila Orb2 From a Translation Repressor to an Activator,2015,Si K,Khan MR,Si,Saraf A,22,Proteomics
89,111,"
    

    
      Mediator plays an integral role in activation of RNA polymerase II (Pol II) transcription. A key step in activation is binding of Mediator to Pol II to form the Mediator-Pol II holoenzyme. Here, we exploit a combination of biochemistry and macromolecular EM to investigate holoenzyme assembly. We identify a subset of human Mediator head module subunits that bind Pol II independent of other subunits and thus probably contribute to a major Pol II binding site. In addition, we show that binding of human Mediator to Pol II depends on the integrity of a conserved ""hinge"" in the middle module MED21-MED7 heterodimer. Point mutations in the hinge region leave core Mediator intact but lead to increased disorder of the middle module and markedly reduced affinity for Pol II. These findings highlight the importance of Mediator conformation for holoenzyme assembly.
    

    
  ","Sato S, Tomomori-Sato C, Tsai KL, Yu X, Sardiu M, Saraf A, Washburn MP, Florens L, Asturias FJ, Conaway RC, Conaway JW, ",The Journal of biological chemistry,https://www.ncbi.nlm.nih.gov/pubmed/27821593,Role for the MED21-MED7 Hinge in Assembly of the Mediator-RNA Polymerase II Holoenzyme,2016,Conaway JW,Sato S,Conaway,Saraf A,22,Proteomics
90,147,"
    

    
      KAT6 histone acetyltransferases (HATs) are highly conserved in eukaryotes and are involved in cell cycle regulation. However, information regarding their roles in regulating cell cycle progression is limited. Here, we report the identification of subunits of the Drosophila Enok complex and demonstrate that all subunits are important for its HAT activity. We further report a novel interaction between the Enok complex and the Elg1 proliferating cell nuclear antigen (PCNA)-unloader complex. Depletion of Enok in S2 cells resulted in a G1/S cell cycle block, and this block can be partially relieved by depleting Elg1. Furthermore, depletion of Enok reduced the chromatin-bound levels of PCNA in both S2 cells and early embryos, suggesting that the Enok complex may interact with the Elg1 complex and down-regulate its PCNA-unloading function to promote the G1/S transition. Supporting this hypothesis, depletion of Enok also partially rescued the endoreplication defects in Elg1-depleted nurse cells. Taken together, our study provides novel insights into the roles of KAT6 HATs in cell cycle regulation through modulating PCNA levels on chromatin.
    

    
  ","Huang F, Saraf A, Florens L, Kusch T, Swanson SK, Szerszen LT, Li G, Dutta A, Washburn MP, Abmayr SM, Workman JL, ",Genes & development,http://www.ncbi.nlm.nih.gov/pubmed/27198229,The Enok Acetyltransferase Complex Interacts With Elg1 and Negatively Regulates PCNA Unloading to Promote the G1/S Transition,2016,Workman JL,Huang F,Workman,Saraf A,22,Proteomics
91,370,"
    

    
      The tumor-suppressing function of SMAD4 is frequently subverted during mammary tumorigenesis, leading to cancer growth, invasion, and metastasis. A long-standing concept is that SMAD4 is not regulated by phosphorylation but ubiquitination. Our search for signaling pathways regulated by breast tumor kinase (BRK), a nonreceptor protein tyrosine kinase that is up-regulated in ~80% of invasive ductal breast tumors, led us to find that BRK competitively binds and phosphorylates SMAD4 and regulates transforming growth factor-β/SMAD4 signaling pathway. A constitutively active BRK (BRK-Y447F) phosphorylates SMAD4, resulting in its recognition by the ubiquitin-proteasome system, which accelerates SMAD4 degradation. Activated BRK-mediated degradation of SMAD4 is associated with the repression of tumor suppressor gene ","Miah S, Banks CAS, Ogunbolude Y, Bagu ET, Berg JM, Saraf A, Tettey TT, Hattem G, Dayebgadoh G, Kempf CG, Sardiu M, Napper S, Florens L, Lukong KE, Washburn MP, ",Science advances,https://www.ncbi.nlm.nih.gov/pubmed/31681835,"BRK Phosphorylates SMAD4 for Proteasomal Degradation and Inhibits Tumor Suppressor FRK to Control SNAIL, SLUG, and Metastatic Potential",2019,Washburn MP,Miah S,Washburn,Saraf A,22,Proteomics
92,402,"
    

    
      Prion-like proteins can assume distinct conformational and physical states in the same cell. Sequence analysis suggests that prion-like proteins are prevalent in various species; however, it remains unclear what functional space they occupy in multicellular organisms. Here, we report the identification of a prion-like protein, Herzog (CG5830), through a multimodal screen in Drosophila melanogaster. Herzog functions as a membrane-associated phosphatase and controls embryonic patterning, likely being involved in TGF-β/BMP and FGF/EGF signaling pathways. Remarkably, monomeric Herzog is enzymatically inactive and becomes active upon amyloid-like assembly. The prion-like domain of Herzog is necessary for both its assembly and membrane targeting. Removal of the prion-like domain impairs activity, while restoring assembly on the membrane using a heterologous prion-like domain and membrane-targeting motif can restore phosphatase activity. This study provides an example of a prion-like domain that allows an enzyme to gain essential functionality via amyloid-like assembly to control animal development.
    

    
  ","Nil Z, Hervás R, Gerbich T, Leal P, Yu Z, Saraf A, Sardiu M, Lange JJ, Yi K, Unruh JR, Slaughter B, Si K, ",Cell,https://www.ncbi.nlm.nih.gov/pubmed/31491385,Amyloid-like Assembly Activates a Phosphatase in the Developing Drosophila Embryo,2019,Si K,Nil Z,Si,Saraf A,22,Proteomics
93,428,"
    

    
      The Gcn5 acetyltransferase functions in multiple acetyltransferase complexes in yeast and metazoans. Yeast Gcn5 is part of the large SAGA (Spt-Ada-Gcn5 acetyltransferase) complex and a smaller ADA acetyltransferase complex. In flies and mammals, Gcn5 (and its homolog pCAF) is part of various versions of the SAGA complex and another large acetyltransferase complex, ATAC (Ada2A containing acetyltransferase complex). However, a complex analogous to the small ADA complex in yeast has never been described in metazoans. Previous studies in Drosophila hinted at the existence of a small complex which contains Ada2b, a partner of Gcn5 in the SAGA complex. Here we have purified and characterized the composition of this complex and show that it is composed of Gcn5, Ada2b, Ada3 and Sgf29. Hence, we have named it the metazoan 'ADA complex'. We demonstrate that the fly ADA complex has histone acetylation activity on histones and nucleosome substrates. Moreover, ChIP-Sequencing experiments identified Ada2b peaks that overlap with another SAGA subunit, Spt3, as well as Ada2b peaks that do not overlap with Spt3 suggesting that the ADA complex binds chromosomal sites independent of the larger SAGA complex.
    

    
  ","Soffers JHM, Li X, Saraf A, Seidel CW, Florens L, Washburn MP, Abmayr SM, Workman JL, ",Nucleic acids research,https://www.ncbi.nlm.nih.gov/pubmed/30715476,Characterization of a Metazoan ADA Acetyltransferase Complex,2019,Workman JL,Soffers JHM,Workman,Saraf A,22,Proteomics
94,9,"
    

    
      Memories are thought to be formed in response to transient experiences, in part through changes in local protein synthesis at synapses. In Drosophila, the amyloidogenic (prion-like) state of the RNA binding protein Orb2 has been implicated in long-term memory, but how conformational conversion of Orb2 promotes memory formation is unclear. Combining in vitro and in vivo studies, we find that the monomeric form of Orb2 represses translation and removes mRNA poly(A) tails, while the oligomeric form enhances translation and elongates the poly(A) tails and imparts its translational state to the monomer. The CG13928 protein, which binds only to monomeric Orb2, promotes deadenylation, whereas the putative poly(A) binding protein CG4612 promotes oligomeric Orb2-dependent translation. Our data support a model in which monomeric Orb2 keeps target mRNA in a translationally dormant state and experience-dependent conversion to the amyloidogenic state activates translation, resulting in persistent alteration of synaptic activity and stabilization of memory.
    

    
  ","Khan MR, Li L, Pérez-Sánchez C, Saraf A, Florens L, Slaughter BD, Unruh JR, Si K, ",Cell,http://www.ncbi.nlm.nih.gov/pubmed/26638074,Amyloidogenic Oligomerization Transforms Drosophila Orb2 From a Translation Repressor to an Activator,2015,Si K,Khan MR,Si,Slaughter BD,25,Microscopy
95,26,"
    

    
      Duplication of the yeast centrosome (called the spindle pole body, SPB) is thought to occur through a series of discrete steps that culminate in insertion of the new SPB into the nuclear envelope (NE). To better understand this process, we developed a novel two-color structured illumination microscopy with single-particle averaging (SPA-SIM) approach to study the localization of all 18 SPB components during duplication using endogenously expressed fluorescent protein derivatives. The increased resolution and quantitative intensity information obtained using this method allowed us to demonstrate that SPB duplication begins by formation of an asymmetric Sfi1 filament at mitotic exit followed by Mps1-dependent assembly of a Spc29- and Spc42-dependent complex at its tip. Our observation that proteins involved in membrane insertion, such as Mps2, Bbp1, and Ndc1, also accumulate at the new SPB early in duplication suggests that SPB assembly and NE insertion are coupled events during SPB formation in wild-type cells. 
    

    
  ","Burns S, Avena JS, Unruh JR, Yu Z, Smith SE, Slaughter BD, Winey M, Jaspersen SL, ",eLife,http://www.ncbi.nlm.nih.gov/pubmed/26371506,Structured Illumination With Particle Averaging Reveals Novel Roles for Yeast Centrosome Components During Duplication,2015,Jaspersen SL,Burns S,Jaspersen,Slaughter BD,25,Microscopy
96,41,"
    

    
      The clustered Hox genes, which are highly conserved across metazoans, encode homeodomain-containing transcription factors that provide a blueprint for segmental identity along the body axis. Recent studies have underscored that in addition to encoding Hox genes, the homeotic clusters contain key noncoding RNA genes that play a central role in development. In this study, we have taken advantage of genome-wide approaches to provide a detailed analysis of retinoic acid (RA)-induced transcriptional and epigenetic changes within the homeotic clusters of mouse embryonic stem cells. Although there is a general colinear response, our analyses suggest a lack of strict colinearity for several genes in the HoxA and HoxB clusters. We have identified transcribed novel noncoding RNAs (ncRNAs) and their cis-regulatory elements that function in response to RA and demonstrated that the expression of these ncRNAs from both strands represent some of the most rapidly induced transcripts in ES cells. Finally, we have provided dynamic analyses of chromatin modifications for the coding and noncoding genes expressed upon activation and suggest that active transcription can occur in the presence of chromatin modifications and machineries associated with repressed transcription state over the clusters. Overall, our data provide a resource for a better understanding of the dynamic nature of the coding and noncoding transcripts and their associated chromatin marks in the regulation of homeotic gene transcription during development. 
    

    
  ","De Kumar B, Parrish ME, Slaughter BD, Unruh JR, Gogol MM, Seidel CW, Paulson A, Li H, Gaudenz K, Peak A, McDowell W, Fleharty B, Ahn Y, Lin C, Smith E, Shilatifard A, Krumlauf R, ",Genome research,http://www.ncbi.nlm.nih.gov/pubmed/26025802,Analysis of Dynamic Changes in Retinoid-Induced Transcription and Epigenetic Profiles of Murine Hox Clusters in ES Cells,2015,Krumlauf R,De Kumar B,Krumlauf,Slaughter BD,25,Microscopy
97,48,"
    

    
      Elongin A performs dual functions in cells as a component of RNA polymerase II (Pol II) transcription elongation factor Elongin and as the substrate recognition subunit of a Cullin-RING E3 ubiquitin ligase that has been shown to target Pol II stalled at sites of DNA damage. Here we investigate the mechanism(s) governing conversion of the Elongin complex from its elongation factor to its ubiquitin ligase form. We report the discovery that assembly of the Elongin A ubiquitin ligase is a tightly regulated process. In unstressed cells, Elongin A is predominately present as part of Pol II elongation factor Elongin. Assembly of Elongin A into the ubiquitin ligase is strongly induced by genotoxic stress; by transcriptional stresses that lead to accumulation of stalled Pol II; and by other stimuli, including endoplasmic reticulum and nutrient stress and retinoic acid signaling, that activate Elongin A-dependent transcription. Taken together, our findings shed new light on mechanisms that control the Elongin A ubiquitin ligase and suggest that it may play a role in Elongin A-dependent transcription. 
    

    
  ","Weems JC, Slaughter BD, Unruh JR, Hall SM, McLaird MB, Gilmore JM, Washburn MP, Florens L, Yasukawa T, Aso T, Conaway JW, Conaway RC, ",The Journal of biological chemistry,http://www.ncbi.nlm.nih.gov/pubmed/25878247,Assembly of the Elongin A Ubiquitin Ligase Is Regulated by Genotoxic and Other Stresses,2015,Conaway RC,Weems JC,Conaway,Slaughter BD,25,Microscopy
98,77,"
    

    
      In closed mitotic systems such as Saccharomyces cerevisiae, the nuclear envelope (NE) does not break down during mitosis, so microtubule-organizing centers such as the spindle-pole body (SPB) must be inserted into the NE to facilitate bipolar spindle formation and chromosome segregation. The mechanism of SPB insertion has been linked to NE insertion of nuclear pore complexes (NPCs) through a series of genetic and physical interactions between NPCs and SPB components. To identify new genes involved in SPB duplication and NE insertion, we carried out genome-wide screens for suppressors of deletion alleles of SPB components, including Mps3 and Mps2. In addition to the nucleoporins POM152 and POM34, we found that elimination of SEC66/SEC71/KAR7 suppressed lethality of cells lacking MPS2 or MPS3. Sec66 is a nonessential subunit of the Sec63 complex that functions together with the Sec61 complex in import of proteins into the endoplasmic reticulum (ER). Cells lacking Sec66 have reduced levels of Pom152 protein but not Pom34 or Ndc1, a shared component of the NPC and SPB. The fact that Sec66 but not other subunits of the ER translocon bypass deletion mutants in SPB genes suggests a specific role for Sec66 in the control of Pom152 levels. Based on the observation that sec66∆ does not affect the distribution of Ndc1 on the NE or Ndc1 binding to the SPB, we propose that Sec66-mediated regulation of Pom152 plays an NPC-independent role in the control of SPB duplication. 
    

    
  ","Katta SS, Chen J, Gardner JM, Friederichs JM, Smith SE, Gogol MM, Unruh JR, Slaughter BD, Jaspersen SL, ",Genetics,http://www.ncbi.nlm.nih.gov/pubmed/26510791,Sec66-Dependent Regulation of Yeast Spindle-Pole Body Duplication Through Pom152,2015,Jaspersen SL,Katta SS,Jaspersen,Slaughter BD,25,Microscopy
99,114,"
    

    
      How a transient experience creates an enduring yet dynamic memory remains an unresolved issue in studies of memory. Experience-dependent aggregation of the RNA-binding protein CPEB/Orb2 is one of the candidate mechanisms of memory maintenance. Here, using tools that allow rapid and reversible inactivation of Orb2 protein in neurons, we find that Orb2 activity is required for encoding and recall of memory. From a screen, we have identified a DNA-J family chaperone, JJJ2, which facilitates Orb2 aggregation, and ectopic expression of JJJ2 enhances the animal's capacity to form long-term memory. Finally, we have developed tools to visualize training-dependent aggregation of Orb2. We find that aggregated Orb2 in a subset of mushroom body neurons can serve as a ""molecular signature"" of memory and predict memory strength. Our data indicate that self-sustaining aggregates of Orb2 may serve as a physical substrate of memory and provide a molecular basis for the perduring yet malleable nature of memory.
    

    
  ","Li L, Sanchez CP, Slaughter BD, Zhao Y, Khan MR, Unruh JR, Rubinstein BY, Si K, ",Current biology : CB,https://www.ncbi.nlm.nih.gov/pubmed/27818176,A Putative Biochemical Engram of Long-Term Memory,2016,Si K,Li L,Si,Slaughter BD,25,Microscopy
100,119,"
    

    
      Understanding the protein composition of the inner nuclear membrane (INM) is fundamental to elucidating its role in normal nuclear function and in disease; however, few tools exist to examine the INM in living cells, and the INM-specific proteome remains poorly characterized. Here, we adapted split green fluorescent protein (split-GFP) to systematically localize known and predicted integral membrane proteins in Saccharomyces cerevisiae to the INM as opposed to the outer nuclear membrane. Our data suggest that components of the endoplasmic reticulum (ER) as well as other organelles are able to access the INM, particularly if they contain a small extraluminal domain. By pairing split-GFP with fluorescence correlation spectroscopy, we compared the composition of complexes at the INM and ER, finding that at least one is unique: Sbh2, but not Sbh1, has access to the INM. Collectively, our work provides a comprehensive analysis of transmembrane protein localization to the INM and paves the way for further research into INM composition and function.
    

    
  ","Smoyer CJ, Katta SS, Gardner JM, Stoltz L, McCroskey S, Bradford WD, McClain M, Smith SE, Slaughter BD, Unruh JR, Jaspersen SL, ",The Journal of cell biology,https://www.ncbi.nlm.nih.gov/pubmed/27831485,Analysis of Membrane Proteins Localizing to the Inner Nuclear Envelope in Living Cells,2016,Jaspersen SL,Smoyer CJ,Jaspersen,Slaughter BD,25,Microscopy
101,145,"
    

    
      Proteins that respond to DNA damage play critical roles in normal and diseased states in human biology. Studies have suggested that the S. cerevisiae protein CMR1/YDL156w is associated with histones and is possibly associated with DNA repair and replication processes. Through a quantitative proteomic analysis of affinity purifications here we show that the human homologue of this protein, WDR76, shares multiple protein associations with the histones H2A, H2B, and H4. Furthermore, our quantitative proteomic analysis of WDR76 associated proteins demonstrated links to proteins in the DNA damage response like PARP1 and XRCC5 and heterochromatin related proteins like CBX1, CBX3, and CBX5. Co-immunoprecipitation studies validated these interactions. Next, quantitative imaging studies demonstrated that WDR76 was recruited to laser induced DNA damage immediately after induction, and we compared the recruitment of WDR76 to laser induced DNA damage to known DNA damage proteins like PARP1, XRCC5, and RPA1. In addition, WDR76 co-localizes to puncta with the heterochromatin proteins CBX1 and CBX5, which are also recruited to DNA damage but much less intensely than WDR76. This work demonstrates the chromatin and DNA damage protein associations of WDR76 and demonstrates the rapid response of WDR76 to laser induced DNA damage. 
    

    
  ","Gilmore JM, Sardiu ME, Groppe BD, Thornton JL, Liu X, Dayebgadoh G, Banks CA, Slaughter BD, Unruh JR, Workman JL, Florens L, Washburn MP, ",PloS one,http://www.ncbi.nlm.nih.gov/pubmed/27248496,WDR76 Co-Localizes With Heterochromatin Related Proteins and Rapidly Responds to DNA Damage,2016,Washburn MP,Gilmore JM,Washburn,Slaughter BD,25,Microscopy
102,195,"
    

    
      The kinetochore is a large, evolutionarily conserved protein structure that connects chromosomes with microtubules. During chromosome segregation, outer kinetochore components track depolymerizing ends of microtubules to facilitate the separation of chromosomes into two cells. In budding yeast, each chromosome has a point centromere upon which a single kinetochore is built, which attaches to a single microtubule. This defined architecture facilitates quantitative examination of kinetochores during the cell cycle. Using three independent measures-calibrated imaging, FRAP, and photoconversion-we find that the Dam1 submodule is unchanged during anaphase, whereas MIND and Ndc80 submodules add copies to form an ""anaphase configuration"" kinetochore. Microtubule depolymerization and kinesin-related motors contribute to copy addition. Mathematical simulations indicate that the addition of microtubule attachments could facilitate tracking during rapid microtubule depolymerization. We speculate that the minimal kinetochore configuration, which exists from G1 through metaphase, allows for correction of misattachments. Our study provides insight into dynamics and plasticity of the kinetochore structure during chromosome segregation in living cells.
    

    
  ","Dhatchinamoorthy K, Shivaraju M, Lange JJ, Rubinstein BY, Unruh JR, Slaughter BD, Gerton JL, ",The Journal of cell biology,https://www.ncbi.nlm.nih.gov/pubmed/28939613,Structural Plasticity of the Living Kinetochore,2017,Gerton JL,Dhatchinamoorthy K,Gerton,Slaughter BD,25,Microscopy
103,205,"
","De Kumar B, Parker HJ, Paulson A, Parrish ME, Pushel I, Singh NP, Zhang Y, Slaughter BD, Unruh JR, Florens L, Zeitlinger J, Krumlauf R, ",Genome research,https://www.ncbi.nlm.nih.gov/pubmed/28784834,HOXA1 and TALE Proteins Display Cross-Regulatory Interactions and Form a Combinatorial Binding Code on HOXA1 Targets,2017,Krumlauf R,De Kumar B,Krumlauf,Slaughter BD,25,Microscopy
104,213,"
    

    
      The synaptonemal complex (SC), a structure highly conserved from yeast to mammals, assembles between homologous chromosomes and is essential for accurate chromosome segregation at the first meiotic division. In ","Cahoon CK, Yu Z, Wang Y, Guo F, Unruh JR, Slaughter BD, Hawley RS, ",Proceedings of the National Academy of Sciences of the United States of America,https://www.ncbi.nlm.nih.gov/pubmed/28760978,Superresolution Expansion Microscopy Reveals the Three-Dimensional Organization of the Drosophila Synaptonemal Complex,2017,Hawley RS,Cahoon CK,Hawley,Slaughter BD,25,Microscopy
105,223,"
","De Kumar B, Parker HJ, Parrish ME, Lange JJ, Slaughter BD, Unruh JR, Paulson A, Krumlauf R, ",Proceedings of the National Academy of Sciences of the United States of America,https://www.ncbi.nlm.nih.gov/pubmed/28584089,Dynamic Regulation of Nanog and Stem Cell-Signaling Pathways by Hoxa1 During Early Neuro-Ectodermal Differentiation of ES Cells,2017,Krumlauf R,De Kumar B,Krumlauf,Slaughter BD,25,Microscopy
106,231,"
    

    
      Elongin A performs dual functions as the transcriptionally active subunit of RNA polymerase II (Pol II) elongation factor Elongin and as the substrate recognition subunit of a Cullin-RING E3 ubiquitin ligase that ubiquitylates Pol II in response to DNA damage. Assembly of the Elongin A ubiquitin ligase and its recruitment to sites of DNA damage is a tightly regulated process induced by DNA-damaging agents and α-amanitin, a drug that induces Pol II stalling. In this study, we demonstrate (i) that Elongin A and the ubiquitin ligase subunit CUL5 associate in cells with the Cockayne syndrome B (CSB) protein and (ii) that this interaction is also induced by DNA-damaging agents and α-amanitin. In addition, we present evidence that the CSB protein promotes stable recruitment of the Elongin A ubiquitin ligase to sites of DNA damage. Our findings are consistent with the model that the Elongin A ubiquitin ligase and the CSB protein function together in a common pathway in response to Pol II stalling and DNA damage.
    

    
  ","Weems JC, Slaughter BD, Unruh JR, Boeing S, Hall SM, McLaird MB, Yasukawa T, Aso T, Svejstrup JQ, Conaway JW, Conaway RC, ",The Journal of biological chemistry,https://www.ncbi.nlm.nih.gov/pubmed/28292928,Cockayne Syndrome B Protein Regulates Recruitment of the Elongin A Ubiquitin Ligase to Sites of DNA Damage,2017,Conaway RC,Weems JC,Conaway,Slaughter BD,25,Microscopy
